gauge,1,2,3,4,5,6,7 RLE,8 lag1,s1,s2,s3,s4,s5,s6,s7 RLE,s8 lag1
02077200.csv,0,4.49711672300656,3.00656194074369,3.00815271425731,2.29230463312786,1.72121694173792,2.84430304235434,2.29230463312786,0,4.49711672300656,3.00656194074369,3.00815271425731,2.29230463312786,2.41956651421754,3.97534301053887,NaN
02081500.csv,0,4.7170935080405,3.5084375620409,3.14790549930514,2.66666666666667,2.039309112567,3.13519952352591,3.34961286480048,0,4.7170935080405,3.5084375620409,3.14790549930514,2.66666666666667,2.83660909271392,4.89180067500496,4.51379789557276
02082950.csv,0,4.3751218561123,3.14603236498343,3.03528953012283,2.91050887112498,2.40982647689608,2.39266913628388,2.39578865275882,0,4.3751218561123,3.14603236498343,3.03528953012283,2.91050887112498,3.13199454084617,4.33612790017547,4.40631702086177
02092500.csv,0,3.22826969943136,1.63931762794476,1.64094232331438,1.56620633631194,0.981316003249391,1.2948822095857,NaN,0,3.22826969943136,1.63931762794476,1.64094232331438,1.56620633631194,1.57920389926889,2.13160032493907,NaN
02096846.csv,0,4.68426355027201,3.15615555107798,3.15776747934717,1.96332863187588,1.42494458996575,2.93854523473705,2.35502720128954,0,4.68426355027201,3.15615555107798,3.15776747934717,1.96332863187588,2.07132782591175,3.92343340721338,NaN
02102908.csv,0,4.37360092628329,3.32844461597839,3.34542647626399,3.34542647626399,3.07989193361636,3.06136626785025,2.83442686221536,0,4.37360092628329,3.32844461597839,3.34542647626399,3.34542647626399,3.34233886530297,4.22230798919336,4.24700887688151
02108000.csv,0,4.47365079365079,3.70095238095238,3.70126984126984,3.6784126984127,3.12253968253968,2.20825396825397,2.09968253968254,0,4.47365079365079,3.70095238095238,3.70126984126984,3.6784126984127,3.7168253968254,4.93269841269841,4.88571428571429
02111180.csv,0,5.42862846875624,4.06308644440008,4.06148931922539,3.88261129966061,3.61908564583749,3.78838091435416,3.13675384308245,0,5.42862846875624,4.06308644440008,4.06148931922539,3.88261129966061,3.89698542623278,5.00858454781393,NaN
02111500.csv,0,5.52964271692187,4.30781311346682,4.17589320769533,4.17746368276404,4.10365135453475,3.91990577149588,3.38123282292894,0,5.52964271692187,4.30781311346682,4.17589320769533,4.17746368276404,4.19159795838241,5.19199057714959,5.08990969768355
02112120.csv,0,4.4813349948529,4.11854580917809,3.84114428130249,3.85067995882321,3.9885138429864,3.02887793249174,2.71896841306821,0,4.4813349948529,4.11854580917809,3.84114428130249,3.85067995882321,3.85111339871052,4.64214119304329,4.59056184645392
02112360.csv,0,5.58855885588559,4.44444444444444,4.31023102310231,4.31243124312431,4.22662266226623,3.8965896589659,3.58415841584158,0,5.58855885588559,4.44444444444444,4.31023102310231,4.31243124312431,4.33003300330033,5.18811881188119,5.1045104510451
02118500.csv,0,5.62304272182486,4.00850570268703,4.04716798762807,3.9590179779625,3.79045041561956,3.77343901024551,2.98008892325536,0,5.62304272182486,4.00850570268703,4.04716798762807,3.9590179779625,3.96829692634835,4.97970230040595,4.78020491011019
02125000.csv,0,4.68761552680222,3.26432532347505,3.26802218114603,2.04066543438078,1.49353049907579,3.63031423290203,3.09426987060998,0,4.68761552680222,3.26432532347505,3.26802218114603,2.04066543438078,2.17005545286506,3.94085027726433,NaN
02128000.csv,0,5.23064770932069,3.47551342812006,3.23380726698262,3.07898894154818,2.49921011058452,3.85624012638231,3.36334913112164,0,5.23064770932069,3.47551342812006,3.23380726698262,3.07898894154818,3.21169036334913,4.92575039494471,NaN
02137727.csv,0,4.57521434138737,3.79423226812159,3.64458300857366,3.74746687451286,3.40763834762276,3.10833982852689,2.72330475448168,0,4.57521434138737,3.79423226812159,3.64458300857366,3.74746687451286,3.75214341387373,4.68277474668745,4.61418550272798
02140991.csv,0,5.60543130990415,4.46964856230032,4.36581469648562,4.39456869009585,4.28913738019169,3.88658146964856,3.51916932907348,0,5.60543130990415,4.46964856230032,4.36581469648562,4.39456869009585,4.3961661341853,5.46964856230032,5.3370607028754
02143000.csv,0,4.85581395348837,3.71007751937984,3.63565891472868,3.71317829457364,3.29922480620155,2.93798449612403,2.49457364341085,0,4.85581395348837,3.71007751937984,3.63565891472868,3.71317829457364,3.72248062015504,4.73643410852713,4.50232558139535
02143040.csv,0,4.9198606271777,3.6144018583043,3.61595044521874,3.5230352303523,3.10027100271003,3.70886566008517,2.86798296554394,0,4.9198606271777,3.6144018583043,3.61595044521874,3.5230352303523,3.54936120789779,4.82539682539683,4.61788617886179
02149000.csv,0,5.61071220648166,4.41218707549001,4.29730254220842,4.30816999805938,4.25228022511159,3.93867649912672,3.41082864350864,0,5.61071220648166,4.41218707549001,4.29730254220842,4.30816999805938,4.30972249175238,5.35455074713759,5.25829613817194
02152100.csv,0,5.42701863354037,5.01552795031056,4.94875776397516,4.93012422360248,4.94409937888199,3.25,3.02795031055901,0,5.42701863354037,5.01552795031056,4.94875776397516,4.93012422360248,4.9332298136646,5.77484472049689,5.76552795031056
02177000.csv,0,4.73549718276327,4.50757876359019,4.40314260772955,4.37330370605507,4.3707642250615,3.16895484485358,2.96928815173399,0,4.73549718276327,4.50757876359019,4.40314260772955,4.37330370605507,4.37362114117927,5.16879612729148,5.16911356241568
02178400.csv,0,6.69090909090909,6.20165289256198,6.24132231404959,6.14876033057851,5.96363636363636,5.93719008264463,5.56694214876033,0,6.69090909090909,6.20165289256198,6.24132231404959,6.14876033057851,6.16198347107438,7.02148760330579,7.00826446280992
02193340.csv,0,4.52197204319076,3.20415166987528,3.20482129404872,2.59680254457186,2.10931614631288,2.84858123378254,2.26600820289612,0,4.52197204319076,3.20415166987528,3.20482129404872,2.59680254457186,2.81443040093747,3.99162969783209,NaN
02196000.csv,0,5.69777593016005,4.25441696113074,3.66244024111411,3.27665765953024,2.62232384119726,3.89357721887342,3.42880897942216,0,5.69777593016005,4.25441696113074,3.66244024111411,3.27665765953024,3.52525462481813,5.41342756183746,NaN
02198100.csv,0,4.14660390047075,2.52858103564223,2.52925353059852,2.08742434431742,1.49966375252186,1.96772024209818,NaN,0,4.14660390047075,2.52858103564223,2.52925353059852,2.08742434431742,2.26967047747142,3.51983860121049,NaN
02202600.csv,0,4.58164917963524,3.40426730511936,3.12823040630941,3.0026054503204,2.23139215548201,2.18463488486726,2.18632490669671,0,4.58164917963524,3.40426730511936,3.12823040630941,3.0026054503204,3.26286881205549,5.04978522639251,4.84303922258996
02212600.csv,0,4.53042560675343,3.12426511230591,2.90759258328727,2.69735189186473,2.15788151349178,2.97311692879755,2.51565247977489,0,4.53042560675343,3.12426511230591,2.90759258328727,2.69735189186473,2.94859554796241,4.23214913823426,4.27476006230843
02215100.csv,0,4.48286239759238,3.44223374017723,3.35261661929443,3.23557933455944,2.50459789332887,2.32737000501588,2.32937635846848,0,4.48286239759238,3.44223374017723,3.35261661929443,3.23557933455944,3.26834977428524,4.67614111352617,4.64403945828457
02216180.csv,0,4.60263137881208,3.57989200699673,3.22579663852764,2.82059472203209,2.09962734808731,2.93740968894973,2.4786675792836,0,4.60263137881208,3.57989200699673,3.22579663852764,2.82059472203209,3.06213400258575,4.99262301315689,4.79123887748118
02221525.csv,0,6.15595757953837,5.03056768558952,4.98066126013724,4.92576419213974,4.59887710542732,3.99750467872739,3.72052401746725,0,6.15595757953837,5.03056768558952,4.98066126013724,4.92576419213974,4.93325015595758,6.19588271990019,6.1085464753587
02231000.csv,0,4.58979446075708,3.58860407904135,3.48956432029204,3.42226807396238,2.64296484406,2.01856995476549,2.01920482501389,0,4.58979446075708,3.58860407904135,3.48956432029204,3.42226807396238,3.50638838187445,5.04848821522101,4.92595825728117
02231342.csv,0,4.5859503588123,3.48304694186582,3.31766409901903,3.25709394956877,2.53393903482784,2.21423398512081,2.21581407597604,0,4.5859503588123,3.48304694186582,3.31766409901903,3.25709394956877,3.3835012179867,5.02995588913029,4.88142734873922
02235200.csv,0,6.42212140851156,5.61100309642111,5.61157917476777,5.58219917908836,5.32699647152013,2.53877727370922,2.53992943040253,0,6.42212140851156,5.61100309642111,5.61157917476777,5.58219917908836,5.58507957082163,6.86627781378267,6.8248001728235
02245500.csv,0,3.99619077850964,3.33846520117451,3.33878263629871,2.90072216490755,2.26521704626617,2.25061503055313,2.25124990080152,0,3.99619077850964,3.33846520117451,3.33878263629871,2.90072216490755,3.05277358939767,4.14189350051583,4.16982779144512
02246000.csv,0,4.05872549797635,2.97627172446631,2.97658915959051,2.57408142210936,2.07285136100309,2.03825093246568,2.03888580271407,0,4.05872549797635,2.97627172446631,2.97658915959051,2.57408142210936,2.78961987143877,4.02539480993572,3.93270375367034
02296500.csv,0,5.51566860696914,4.34638386093613,4.02392153735747,3.8749700980783,3.05493979746432,2.38928315126385,2.38992105892672,0,5.51566860696914,4.34638386093613,4.02392153735747,3.8749700980783,4.00159476915716,5.80049437843872,5.76158201100391
02297155.csv,0,4.53620873269436,3.51970181043663,3.24920127795527,2.92119275825346,2.21565495207668,2.78966986155485,2.27582534611289,0,4.53620873269436,3.51970181043663,3.24920127795527,2.92119275825346,3.18583599574015,4.9419595314164,4.7433439829606
02297310.csv,0,4.62774608569001,3.5564186592224,3.35089209855565,3.21592426265323,2.42100578549177,2.10867014605332,2.10931747380346,0,4.62774608569001,3.5564186592224,3.35089209855565,3.21592426265323,3.36772262005907,5.12877776429178,4.97989238176154
02298123.csv,0,5.60279405670988,4.64429053454093,4.58840940034334,4.4217131356183,3.7241460960161,2.95554371633221,2.6316225655597,0,5.60279405670988,4.64429053454093,4.58840940034334,4.4217131356183,4.46575504646895,6.16918250162789,6.1904931036524
02298608.csv,0,4.57121951219512,3.50682926829268,3.30634146341463,3.20878048780488,2.4580487804878,2.25707317073171,2.25707317073171,0,4.57121951219512,3.50682926829268,3.30634146341463,3.20878048780488,3.34634146341463,5.06829268292683,4.91170731707317
02299950.csv,0,4.46111486310977,3.16567094394514,2.84191386565536,2.666943737337,2.00862382461427,2.92378824874019,2.45373785651203,0,4.46111486310977,3.16567094394514,2.84191386565536,2.666943737337,2.82653644345161,4.46319289313731,NaN
02300700.csv,0,4.38625532982192,3.41058439929772,3.41108602959619,2.82066716829697,2.18359668924003,2.82116879859544,2.32054176072235,0,4.38625532982192,3.41058439929772,3.41108602959619,2.82066716829697,3.07047905693504,4.13293202909456,4.17205919237522
02310947.csv,0,6.13012669100279,4.68627872020614,4.23963925273781,4.07000214730513,3.21065063345501,2.32080738672965,2.32166630878248,0,6.13012669100279,4.68627872020614,4.23963925273781,4.07000214730513,4.21902512347005,6.36504187245008,6.39725144943096
02312200.csv,0,5.30614464382817,3.84266811673011,3.64364690955229,3.32137030995106,2.52057277505891,1.7763277143375,NaN,0,5.30614464382817,3.84266811673011,3.64364690955229,3.32137030995106,3.56715606307776,5.37248504622077,5.43592532173283
02314500.csv,0,6.41885564637727,5.51448297754146,5.44179033410047,5.3849694468693,4.82945797952543,2.34616300293627,2.34679787318467,0,6.41885564637727,5.51448297754146,5.44179033410047,5.3849694468693,5.39576224109198,6.98547734306801,NaN
02315500.csv,0,5.83763193397349,5.02595032140306,4.79104832949766,4.73898896912943,4.11046742322038,2.11126101103087,NaN,0,5.83763193397349,5.02595032140306,4.79104832949766,4.73898896912943,4.76692326005873,6.31568923101341,6.32902150622966
02324400.csv,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
02327100.csv,0,4.53307919947836,3.4195716506997,3.23779906706124,3.16196017454983,2.4340673120329,2.29201986256709,2.29282239053017,0,4.53307919947836,3.4195716506997,3.23779906706124,3.16196017454983,3.32768219892662,5.00496564177158,4.89983447860761
02342933.csv,0,3.41244449850982,2.19354053889666,2.19402712730369,1.9570585730795,1.48360805303814,2.06216166899824,NaN,0,3.41244449850982,2.19354053889666,2.19402712730369,1.9570585730795,2.1239583966912,3.28301198223952,NaN
02349900.csv,0,4.12374491180461,3.2651289009498,3.2654907281773,2.77738579828132,2.08810492989597,2.14599728629579,2.14672094075079,0,4.12374491180461,3.2651289009498,3.2654907281773,2.77738579828132,2.9127091813659,4.21781999095432,4.24785165083673
02350900.csv,0,4.41026471302518,3.78078199627621,3.74645835019833,3.80021047518821,3.34752691653849,2.16757063061604,2.16886586254351,0,4.41026471302518,3.78078199627621,3.74645835019833,3.80021047518821,3.81057233060795,4.80660568283008,4.80271998704768
02361000.csv,0,3.95968573922705,3.03944131418141,3.03975874930561,3.16419331799064,2.52043488612015,2.10142052218078,NaN,0,3.95968573922705,3.03944131418141,3.03975874930561,3.16419331799064,3.20831680025395,4.14284580588842,NaN
02363000.csv,0,4.09224936815501,3.10235888795282,3.02148272957035,2.97683235046335,2.40438079191238,2.10488626790227,2.00547598989048,0,4.09224936815501,3.10235888795282,3.02148272957035,2.97683235046335,3.09983150800337,4.29233361415333,4.3117101937658
02369800.csv,0,3.29401709401709,2.49273504273504,2.49316239316239,2.43504273504273,1.96111111111111,1.95470085470085,1.95555555555556,0,3.29401709401709,2.49273504273504,2.49316239316239,2.43504273504273,2.52735042735043,3.52264957264957,3.52350427350427
02371500.csv,0,5.16147466169292,4.21984999404738,4.15127584427954,4.17540378586452,3.53188618595976,2.89471804436684,2.55914917258621,0,5.16147466169292,4.21984999404738,4.15127584427954,4.17540378586452,4.21032580657963,5.40942100877019,5.4129132108417
02372250.csv,0,4.45461857328466,3.51667388479861,3.51716884241787,3.49737053764771,2.89995669120832,2.26047144713234,2.26146136237085,0,4.45461857328466,3.51667388479861,3.51716884241787,3.49737053764771,3.5404318505228,4.74466373816742,4.7352595434016
02374500.csv,0,4.4704388540592,3.99365129751607,3.89715101976034,3.89746845488453,3.63050551543528,3.11880009523054,2.88612014919451,0,4.4704388540592,3.99365129751607,3.89715101976034,3.89746845488453,3.90254741687168,4.87961272914848,4.85580509483374
02381600.csv,0,4.46627892587551,3.81338943200099,3.728746442272,3.73320133646826,3.47382749659696,3.03279297116693,2.6813513179062,0,4.46627892587551,3.81338943200099,3.728746442272,3.73320133646826,3.74458606608093,4.68852864744462,4.61923029328053
02384540.csv,0,4.54246044559251,3.68937681627381,3.69002260251857,3.67710687762351,3.16499838553439,3.19728769777204,2.93509848240232,0,4.54246044559251,3.68937681627381,3.69002260251857,3.67710687762351,3.71779141104294,4.89183080400387,4.80787859218599
02395120.csv,0,4.63300998371451,3.86093606174326,3.71649083056008,3.80485732493096,3.485378460667,3.05827373787439,2.67591871415422,0,4.63300998371451,3.86093606174326,3.71649083056008,3.80485732493096,3.8178857183318,4.90773914890604,4.76216101394888
02408540.csv,0,4.60897573545201,3.83193758499749,3.83251019969938,3.79471762937513,3.30799513277503,3.17629375134207,2.90201130914036,0,4.60897573545201,3.83193758499749,3.83251019969938,3.79471762937513,3.82678405268055,4.96056116240784,4.90444492162336
02415000.csv,0,4.79855272959455,4.07278918803874,4.06044482281579,3.99276364797276,3.57688624028945,3.25380440566138,3.0771522826434,0,4.79855272959455,4.07278918803874,4.06044482281579,3.99276364797276,3.99957433223369,5.0748111099287,5.06672342236884
02422500.csv,0,4.53589484327604,3.61274014155713,3.61307718233906,3.61678463094034,3.16279069767442,3.11762723289518,2.79204583754634,0,4.53589484327604,3.61274014155713,3.61307718233906,3.61678463094034,3.64577013818672,4.72868217054264,4.66127401415571
02427250.csv,0,4.56682890303257,3.27967053538001,3.12542119056533,2.99663047547735,2.33096218644702,3.04380381879446,2.6289779108948,0,4.56682890303257,3.27967053538001,3.12542119056533,2.99663047547735,3.06701609883939,4.54211905653313,4.42456008985399
02430085.csv,0,5.08076173716297,3.87254100936459,3.87304380617183,3.82879768713469,3.2621456853749,3.87203821255735,3.3058890076048,0,5.08076173716297,3.87254100936459,3.87304380617183,3.82879768713469,3.86248507321978,5.06165545848784,5.01891772987242
02430615.csv,0,4.5314432212336,3.66400241290906,3.60428291358769,3.67365404916302,3.29784346252451,3.24656914492535,3.46252450610768,0,4.5314432212336,3.66400241290906,3.60428291358769,3.67365404916302,3.68149600361936,4.63218217463429,4.5423013120193
02450250.csv,0,4.34016243122871,3.35635315692953,3.35677233429395,2.74435420487294,2.07367042179722,2.91118679591302,2.41110820015719,0,4.34016243122871,3.35635315692953,3.35677233429395,2.74435420487294,2.87346083311501,4.22698454283469,4.26680639245481
02464000.csv,0,4.63082437275986,3.49701314217443,3.35005973715651,3.25886101154918,2.59259259259259,3.16726403823178,2.90043807248108,0,4.63082437275986,3.49701314217443,3.35005973715651,3.25886101154918,3.40700915969733,5.00039824771008,4.84269215452011
02464146.csv,0,3.96531348323229,3.32990560969995,3.3305195303507,2.90507251937687,2.34947433044279,3.00452766479932,2.61530197222009,0,3.96531348323229,3.32990560969995,3.3305195303507,2.90507251937687,3.02724272887729,4.15992632952191,NaN
02464360.csv,0,5.26882639541841,4.158304128558,4.15898794768784,4.13984101205231,3.76305667151039,3.9982904521754,3.78015214975639,0,5.26882639541841,4.158304128558,4.15898794768784,4.13984101205231,4.14599538422087,5.29549534148218,5.27908368236601
02465493.csv,0,3.97719025401763,3.12182477967859,3.12234318299637,3.17936754795231,2.70347330222913,2.40124416796268,2.40228097459824,0,3.97719025401763,3.12182477967859,3.12234318299637,3.17936754795231,3.19958527734578,4.12286158631415,4.13115603939865
02469800.csv,0,4.55370152761457,3.46961222091657,3.38049353701528,3.24399529964747,2.57391304347826,3.09283196239718,2.76794359576968,0,4.55370152761457,3.46961222091657,3.38049353701528,3.24399529964747,3.2917508813161,4.6413160987074,4.58980023501763
02472000.csv,0,5.24561542734704,3.79081025315451,3.73113244980557,3.56733592572018,2.86739147686692,3.13435441631617,2.84263153717959,0,5.24561542734704,3.79081025315451,3.73113244980557,3.56733592572018,3.63177525593207,5.2129196095548,NaN
02472500.csv,0,4.25057562524811,3.11012306470822,3.110440651052,2.67979356887654,2.22659785629218,2.27804684398571,2.27931718936086,0,4.25057562524811,3.11012306470822,3.110440651052,2.67979356887654,2.90464470027789,4.05621278285034,NaN
02479155.csv,0,4.27792915531335,3.13854537832739,3.13896457765668,2.63424858520226,2.19953888073779,3.00230559631105,2.6023894361769,0,4.27792915531335,3.13854537832739,3.13896457765668,2.63424858520226,2.8815761894781,4.08342066652693,4.10521903164955
02479300.csv,0,5.43381790359602,4.42884468247896,4.40321346595256,4.3955623565417,4.14116296863045,3.46518745218057,3.62088752869166,0,5.43381790359602,4.42884468247896,4.40321346595256,4.3955623565417,4.39862280030604,5.60558530986993,5.59449120122418
02479560.csv,0,5.37996127783156,4.42642787996128,4.4269119070668,4.41335914811229,3.98935140367861,3.36302032913843,3.29670861568248,0,5.37996127783156,4.42642787996128,4.4269119070668,4.41335914811229,4.41771539206196,5.64472410454986,5.62729912875121
02481000.csv,0,5.2038280725319,3.76796507723304,3.72095366017461,3.57051712558764,2.9469442578912,3.88448623237072,3.40698455339154,0,5.2038280725319,3.76796507723304,3.72095366017461,3.57051712558764,3.6316319677636,5.16218938885158,5.17259905977166
02481510.csv,0,4.91685912240185,3.87390300230947,3.8743648960739,3.73579676674365,3.26096997690531,3.35150115473441,3.21986143187067,0,4.91685912240185,3.87390300230947,3.8743648960739,3.73579676674365,3.84942263279446,5.12101616628176,5.07113163972286
03010655.csv,0,5.84172307692308,5.09144615384615,5.0688,5.05747692307692,4.72369230769231,3.90350769230769,3.60172307692308,0,5.84172307692308,5.09144615384615,5.0688,5.05747692307692,5.06338461538462,6.24344615384615,6.24393846153846
03011800.csv,0,5.25038560411311,4.5918766066838,4.5840616966581,4.62889460154242,4.33110539845758,3.55660668380463,3.58498714652956,0,5.25038560411311,4.5918766066838,4.5840616966581,4.62889460154242,4.63712082262211,5.64442159383033,5.63084832904884
03015500.csv,0,5.61384017141497,4.91675263867947,4.91707007380367,4.87707324815491,4.53011665740814,4.20220617411317,4.16030473771923,0,5.61384017141497,4.91675263867947,4.91707007380367,4.87707324815491,4.88850091262598,6.13697325609079,6.12395841599873
03021350.csv,0,5.89593516055188,5.05252737734332,5.00649631875271,4.97630390397822,4.64121759574336,4.98323331064778,4.71150157767741,0,5.89593516055188,5.05252737734332,5.00649631875271,4.97630390397822,4.98372826826703,6.27259790880406,6.26220379879973
03026500.csv,0,5.36746423185098,4.46321281539151,4.46353890677862,4.50527860432886,4.02657644804957,3.46015570863735,3.46602535360535,0,5.36746423185098,4.46321281539151,4.46353890677862,4.50527860432886,4.51473525455509,5.6263807932173,5.61072840663596
03028000.csv,0,5.17098141232745,4.46171275122729,4.46204842025763,4.50769940838333,4.0887844585239,3.38320815675744,3.38522217093945,0,5.17098141232745,4.46171275122729,4.46204842025763,4.50769940838333,4.51810514832375,5.62514161037217,5.61104351109806
03049000.csv,0,5.07197841441155,4.20918974684549,4.15141655424173,4.18538211253075,3.60098404888501,3.44734544877391,3.48131100706293,0,5.07197841441155,4.20918974684549,4.15141655424173,4.18538211253075,4.21966510594397,5.42560114276645,5.43258471549877
03049800.csv,0,3.36844154579967,2.75090041857296,2.75128978876667,2.5620558746228,2.02122067555729,2.3218144651027,2.32259320549012,0,3.36844154579967,2.75090041857296,2.75128978876667,2.5620558746228,2.77270514942081,3.7765015088095,3.83101333592913
03050000.csv,0,5.48092570036541,4.45583434835566,4.43166869671133,4.41295980511571,3.89300852618758,4.13661388550548,4.00136419001218,0,5.48092570036541,4.45583434835566,4.43166869671133,4.41295980511571,4.44102314250914,5.76272838002436,5.74401948842875
03066000.csv,0,4.5878898500119,4.05174192524403,4.05205936036822,4.02222045869375,3.53527497817634,3.44607570827712,3.56828823109277,0,4.5878898500119,4.05174192524403,4.05205936036822,4.02222045869375,4.03682247440679,5.17292278390604,5.18022379176256
03069500.csv,0,4.94913102134751,4.1898262042695,4.1901436393937,4.16633600507896,3.73589397666852,3.60796762161733,3.70795968573923,0,4.94913102134751,4.1898262042695,4.1901436393937,4.16633600507896,4.17903341004682,5.34211570510277,5.33449726212205
03070500.csv,0,5.49416712959289,4.62534719466709,4.62756924053647,4.60249186572494,4.16062217284342,4.14538528688199,4.04094913102135,0,5.49416712959289,4.62534719466709,4.62756924053647,4.60249186572494,4.64915482898183,5.88588207285136,5.87921593524323
03076600.csv,0,5.22634367903104,4.37244511733535,4.37123391370174,4.38738329548322,3.87948523845572,3.42407267221802,3.45717890487005,0,5.22634367903104,4.37244511733535,4.37123391370174,4.38738329548322,4.40878122634368,5.59656825637144,5.57274791824375
03078000.csv,0,5.39004840885644,4.57582731529244,4.58725497976351,4.57106578842949,4.15205142449012,4.04412348226331,3.90413459249266,0,5.39004840885644,4.57582731529244,4.58725497976351,4.57106578842949,4.60185699547655,5.83382271248314,5.80779303229902
03140000.csv,0,4.3799698436632,3.20831680025395,3.09213554479803,3.07023252122847,2.41853821125308,3.00547575589239,2.60423775890802,0,4.3799698436632,3.20831680025395,3.09213554479803,3.07023252122847,3.1670502341084,4.37870010316642,4.41679231806999
03144000.csv,0,4.56535195619395,3.5295611459408,3.51305451948258,3.51083247361321,2.79469883342592,3.12546623283866,2.78549321482422,0,4.56535195619395,3.5295611459408,3.51305451948258,3.51083247361321,3.57527180382509,4.92087929529402,4.81295135306722
03159540.csv,0,4.63052475601656,3.52398957641408,3.40095038577487,3.30897756885187,2.6811098053242,3.3682489397578,3.43978335292014,0,4.63052475601656,3.52398957641408,3.40095038577487,3.30897756885187,3.42588523836288,5.02825609319912,4.87946451382147
03161000.csv,0,5.67319733387195,4.99454655625126,4.92991314885882,4.95899818218542,4.94122399515249,4.14138557867098,4.03312462128863,0,5.67319733387195,4.99454655625126,4.92991314885882,4.95899818218542,4.96061401737023,5.94627348010503,5.90264593011513
03164000.csv,0,4.81993492579954,4.38187445440838,4.25553527497818,4.30156336798667,4.17363701293548,3.21688754860725,3.08483453694151,0,4.81993492579954,4.38187445440838,4.25553527497818,4.30156336798667,4.30188080311086,5.17133560828506,5.17577970002381
03165000.csv,0,4.98023966351877,4.2983890167447,4.13237044678994,4.1355447980319,4.20220617411317,3.2851361003095,3.13657646218554,0,4.98023966351877,4.2983890167447,4.13237044678994,4.1355447980319,4.1358622331561,4.98182683913975,4.9589715101976
03170000.csv,0,5.15260693595746,4.60217443060075,4.45171018173161,4.42028410443616,4.44409173875089,3.39433378303309,3.33116419331799,0,5.15260693595746,4.60217443060075,4.45171018173161,4.42028410443616,4.41901436393937,5.28910403936196,5.25228156495516
03173000.csv,0,4.87294659154035,3.96603444171098,3.96635187683517,3.8549321482422,3.23593365605904,3.14387747004206,2.86262995000397,0,4.87294659154035,3.96603444171098,3.96635187683517,3.8549321482422,3.89683358463614,5.22085548765971,NaN
03180500.csv,0,4.55265455122609,3.86318546147131,3.86350289659551,3.84699627013729,3.28862788667566,3.25053567177208,3.09150067454964,0,4.55265455122609,3.86318546147131,3.86350289659551,3.84699627013729,3.88318387429569,5.09769065947147,5.09832552971986
03182500.csv,0,4.59614316324101,3.84731370526149,3.84763114038568,3.7733513213237,3.14387747004206,3.3121180858662,3.10737243075946,0,4.59614316324101,3.84731370526149,3.84763114038568,3.7733513213237,3.81334814697246,5.14244901198318,5.14879771446711
03186500.csv,0,5.5389254821046,4.73644948813586,4.73676692326006,4.71359415919371,4.30569002460122,4.40219030235696,4.15840012697405,0,5.5389254821046,4.73644948813586,4.73676692326006,4.71359415919371,4.7240695182922,5.96047932703754,5.92873581461789
03187500.csv,0,5.37839852875391,4.61851980714747,4.61891744122471,4.63681097470053,4.24872011531388,4.15169740046722,4.09125702072668,0,5.37839852875391,4.61851980714747,4.61891744122471,4.63681097470053,4.64595655847706,5.78637109200259,5.77205626522193
03213700.csv,0,4.16581196581197,3.43589743589744,3.43632478632479,3.37863247863248,2.84487179487179,2.46367521367521,2.46452991452991,0,4.16581196581197,3.43589743589744,3.43632478632479,3.37863247863248,3.42948717948718,4.58760683760684,4.53888888888889
03237280.csv,0,4.47254969664085,3.18334730922902,2.90593400088788,2.78754994327431,2.11394465545307,2.98248902481133,2.51605583781384,0,4.47254969664085,3.18334730922902,2.90593400088788,2.78754994327431,2.98051595718443,4.36008484190796,NaN
03237500.csv,0,4.33806840726926,3.08673914768669,3.08705658281089,2.42012538687406,1.96079676216173,3.08261249107214,2.69534163955242,0,4.33806840726926,3.08673914768669,3.08705658281089,2.42012538687406,2.68327910483295,4.1361796682803,4.1723672724387
03238500.csv,0,4.68117029257314,3.51511407263581,3.16632099201271,2.68902519747584,2.11958872070959,3.92039186267155,3.47910507038524,0,4.68117029257314,3.51511407263581,3.16632099201271,2.68902519747584,2.85318388420635,4.939587838136,4.58408719827016
03241500.csv,0,4.58312696054152,3.7292388971438,3.7295690936107,3.64140663694898,3.01799570744593,3.14181938253261,2.85190688459633,0,4.58312696054152,3.7292388971438,3.7295690936107,3.64140663694898,3.74872048869077,5.0232788509163,4.95723955753673
03280700.csv,0,4.67226890756303,3.6831753978187,3.65099231181834,3.55658859288396,2.95905596281066,3.27158948685857,3.07777579116753,0,4.67226890756303,3.6831753978187,3.65099231181834,3.55658859288396,3.6263186125514,5.05381727158949,NaN
03281100.csv,0,4.71108689730319,3.72432579678562,3.67245982021248,3.53516752928357,2.90798147643694,3.79842004903296,3.12939253609371,0,4.71108689730319,3.72432579678562,3.67245982021248,3.53516752928357,3.61492781258513,5.121656224462,NaN
03281500.csv,0,5.22907156749891,3.91188028420593,3.91219783273131,3.72484420275473,3.02560234985909,3.34727900607312,3.19517326241416,0,5.22907156749891,3.91188028420593,3.91219783273131,3.72484420275473,3.76358512285159,5.27194061842575,NaN
03285000.csv,0,4.5975149855107,3.39359294986305,3.19193362708904,2.98678099321186,2.35671469969434,3.23036004922393,2.91945536104164,0,4.5975149855107,3.39359294986305,3.19193362708904,2.98678099321186,3.14906117264102,4.62387360565281,4.58798777341114
