,7 RLE,8 lag1,cluster,Watershed_ID,Source,Name,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction
02013000,3.03341004682168,2.63121974446473,1,3683,USGS,"DUNLAP CREEK NEAR COVINGTON, VA",37.8029022,-80.0470043,419.576,,0,0,703.0,11.589,1.6677,124.935,1,84.4896,1,0.9122,0.0077,0.0,0.0003,0.0389,0.0009,0.0399,0.0,1,-15.1896748716015,0.164550668045337,1
02014000,2.99352012412157,2.60691795199416,1,3684,USGS,"POTTS CREEK NEAR COVINGTON, VA",37.72901408,-80.0422802,396.2662,,0,0,739.1,10.7196,1.89,137.088,1,346.9488,1,0.9007,0.0113,0.0,0.0007,0.0338,0.0011,0.0524,0.0,1,-15.4170731180082,0.163861788218705,1
02015700,3.00660823920889,2.55556076299386,1,3686,USGS,"BULLPASTURE RIVER AT WILLIAMSVILLE, VA",38.19540308,-79.57032338,284.8973,,0,0,804.1,9.3119,1.5427,94.639,1,109.44,1,0.8099,0.001,0.0,0.0003,0.0372,0.0016,0.1501,0.0,1,-14.36814400628,0.204182829140296,1
02016000,2.98896912943417,2.56265375763828,1,3687,USGS,"COWPASTURE RIVER NEAR CLIFTON FORGE, VA",37.79179587,-79.7594917,1193.9786,,0,0,665.0,9.4578,1.8017,226.09,1,137.8278,1,0.8728,0.0034,0.0003,0.0035,0.0364,0.002,0.0815,0.0,1,-15.2051712148857,0.173122902062413,1
02017500,3.03912387905722,2.67724783747322,1,3689,USGS,"JOHNS CREEK AT NEW CASTLE, VA",37.5062397,-80.106715,271.9474,,0,0,705.9,9.3334,1.7263,104.451,1,98.9909,1,0.9152,0.0072,0.0,0.0025,0.0263,0.0006,0.0482,0.0,1,-15.1736070207836,0.171671555647927,1
02018000,2.9772240298389,2.56836758987382,1,3690,USGS,"CRAIG CREEK AT PARR, VA",37.66596174,-79.9114388,852.1019,,0,0,641.5,9.5846,2.1307,226.654,1,109.6197,1,0.8938,0.0081,0.0,0.0032,0.0318,0.0007,0.0623,0.0,1,-15.2841555696737,0.163823529788111,1
02046000,2.91913340211094,2.48773906832791,1,3779,USGS,"STONY CREEK NEAR DINWIDDIE, VA",37.0670942,-77.602489,292.6672,,0,0,90.8,1.2792,1.4141,87.83,1,105.5634,1,0.6191,0.0746,0.0328,0.004,0.0335,0.073,0.163,0.0,1,-14.0374305341497,0.015279329413101,1
02051500,3.89651614951194,3.32068883421951,0,3789,USGS,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",36.71681395,-77.8316582,1429.6663,,0,0,126.4,1.6533,1.6007,221.052,1,125.2666,1,0.6255,0.0534,0.019,0.0014,0.0416,0.0967,0.1624,0.0,1,-14.0734709297472,0.011326472109355,1
02053200,2.95686274509804,2.61019607843137,1,3794,USGS,"POTECASI CREEK NEAR UNION, NC",36.3708333,-77.0255556,582.7444,,0,0,27.7,0.6107,1.6389,144.27,1,142.5044,1,0.2743,0.0273,0.1715,0.0009,0.0658,0.1421,0.318,0.0,1,-13.0279266548426,0.219619180739178,1
02053800,2.84414363602181,2.39932318104907,1,3801,USGS,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",37.1401323,-80.2664328,282.3073,,0,0,712.2,9.3396,1.7062,105.043,1,239.9438,1,0.7968,0.0096,0.0008,0.0002,0.0714,0.0003,0.1209,0.0,1,-14.7397729754448,0.048153408014597,1
02056900,3.1021254536029,2.75375842405391,1,3809,USGS,"BLACKWATER RIVER NEAR ROCKY MOUNT, VA",37.0451406,-79.8441993,297.8472,,0,0,471.0,6.9384,1.4816,93.268,1,119.1111,1,0.6414,0.0134,0.0004,0.0004,0.0455,0.0029,0.2961,0.0,1,-14.1377781391144,0.015138888674685,1
02064000,1.99765987492435,1.99830542666936,2,3819,USGS,"FALLING RIVER NEAR NARUNA, VA",37.12680956,-78.9597374,427.3459,,0,0,213.8,2.3206,1.2728,95.94,1,146.8927,1,0.545,0.046,0.0046,0.0019,0.046,0.0583,0.2982,0.0,1,-14.7806885739357,0.053766729449052,1
02065500,2.82612491072137,2.34870248392985,1,3820,USGS,"CUB CREEK AT PHENIX, VA",37.0793112,-78.7636178,252.7816,,0,0,187.9,2.1707,1.3963,80.942,1,142.5716,1,0.614,0.0388,0.0309,0.0004,0.031,0.0514,0.2335,0.0,1,-14.2248409234794,0.064554140464088,1
02069700,2.84785359680716,2.41565268178721,1,3824,USGS,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",36.570971,-80.1294928,221.4429,,0,0,455.6,6.6506,1.416,76.933,1,131.4744,1,0.7326,0.0186,0.0001,0.0002,0.0631,0.0081,0.1773,0.0,1,-14.5282531015049,0.029628252125861,1
02070000,2.91088008888183,2.46964526624871,1,3825,USGS,"NORTH MAYO RIVER NEAR SPENCER, VA",36.56819358,-79.98726539,279.7173,,0,0,336.4,3.9468,1.3293,81.033,1,136.089,1,0.7031,0.0796,0.0003,0.0013,0.0484,0.0325,0.1348,0.0,1,-14.2289555848534,0.015910447405568,1
02074500,2.82422029997619,2.31473692564082,1,3829,USGS,"SANDY RIVER NEAR DANVILLE, VA",36.6195825,-79.5041932,287.4873,,0,0,246.4,2.4617,1.4352,89.044,1,116.2776,1,0.5324,0.0578,0.0009,0.0012,0.0591,0.0458,0.3027,0.0,1,-13.9914776140993,0.033750000610863,1
02077200,2.84430304235434,2.29230463312786,1,3834,USGS,"HYCO CREEK NEAR LEASBURG, NC",36.39777778,-79.1966667,118.8799,,0,0,191.7,1.8598,1.4584,58.768,1,348.6326,1,0.5603,0.0898,0.0098,0.002,0.0401,0.0405,0.2576,0.0,1,-14.1000003814697,0.009999999776483,1
02081500,3.13519952352591,3.34961286480048,1,3840,USGS,"TAR RIVER NEAR TAR RIVER, NC",36.19416667,-78.5830556,432.5259,,0,0,152.2,1.2951,1.4959,113.698,1,121.1153,1,0.5408,0.0866,0.0195,0.0022,0.0505,0.0585,0.2418,0.0,1,-13.9974906416934,0.052972973827776,1
02082950,2.39266913628388,2.39578865275882,2,3850,USGS,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",36.1833333,-77.8761111,458.4256,,0,0,88.0,1.3642,1.5823,124.346,1,153.8505,1,0.6557,0.0359,0.0457,0.002,0.0477,0.0797,0.1333,0.0,1,-14.0176789249693,0.024910714008313,1
02096846,2.93854523473705,2.35502720128954,1,3931,USGS,"CANE CREEK NEAR ORANGE GROVE, NC",35.9872222,-79.2061111,19.5284,,0,0,201.2,1.9004,1.1657,18.804,1,210.4414,1,0.705,0.0499,0.0009,0.0,0.0441,0.0198,0.1804,0.0,1,-13.900000333786,0.020000000251457,1
02102908,3.06136626785025,2.83442686221536,1,3949,USGS,"FLAT CREEK NEAR INVERNESS, NC",35.18277778,-79.1775,19.7615,,0,0,103.4,1.6022,1.2263,20.007,1,16.8229,1,0.4888,0.2287,0.1077,0.0,0.0659,0.109,0.0,0.0,1,-10.8999996185303,0.280000001192093,1
02108000,2.20825396825397,2.09968253968254,2,13283,USGS,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",34.82888889,-77.8322222,1551.3952,1551.444,1,0,35.2,0.5961,1.5732,228.579,1,142.5155,1,0.1519,0.0363,0.2169,0.0026,0.0452,0.1227,0.4245,0.0,1,-12.9130901425693,0.208412015964497,1
02111180,3.78838091435416,3.13675384308245,0,3979,USGS,"ELK CREEK AT ELKVILLE, NC",36.07138889,-81.4030556,131.8297,,0,0,640.0,11.271,1.603,67.08,1,100.9788,1,0.9073,0.0032,0.0005,0.0,0.0307,0.0171,0.0412,0.0,1,-14.1000003814697,0.009999999776483,1
02111500,3.91990577149588,3.38123282292894,0,3980,USGS,"REDDIES RIVER AT NORTH WILKESBORO, NC",36.175,-81.16888889,231.0258,,0,0,564.0,9.3609,1.4588,81.601,1,134.4365,1,0.8154,0.0087,0.0006,0.0001,0.0483,0.0172,0.1096,0.0,1,-14.1000003814697,0.009999999776483,1
02112120,3.02887793249174,2.71896841306821,1,3981,USGS,"ROARING RIVER NEAR ROARING RIVER, NC",36.25027778,-81.0444444,331.5168,,0,0,534.9,8.7089,1.2427,82.591,1,158.9035,1,0.7865,0.0101,0.0011,0.0,0.0375,0.0176,0.1471,0.0,1,-14.1000003814697,0.009999999776483,1
02112360,3.8965896589659,3.58415841584158,0,3982,USGS,"MITCHELL RIVER NEAR STATE ROAD, NC",36.31138889,-80.8072222,204.09,,0,0,484.1,6.3412,1.3163,68.988,1,119.9969,1,0.742,0.0201,0.0,0.0015,0.0487,0.0264,0.1613,0.0,1,-14.1000003814697,0.009999999776483,1
02118500,3.77343901024551,2.98008892325536,0,3996,USGS,"HUNTING CREEK NEAR HARMONY, NC",36.00055556,-80.7455556,401.4462,,0,0,361.8,4.1868,1.5693,115.038,1,105.808,1,0.5686,0.0158,0.0007,0.001,0.0652,0.0239,0.3247,0.0,1,-14.1000003814697,0.009999999776483,1
02125000,3.63031423290203,3.09426987060998,0,4015,USGS,"BIG BEAR CR NR RICHFIELD, NC",35.3347222,-80.3355556,144.0026,,0,0,196.6,1.8356,1.3422,59.229,1,144.09,1,0.4314,0.0441,0.0044,0.0005,0.0527,0.0102,0.4567,0.0,1,-14.7930636047628,0.123410403039414,1
02128000,3.85624012638231,3.36334913112164,0,4023,USGS,"LITTLE RIVER NEAR STAR, NC",35.3872222,-79.83138889,274.5374,,0,0,212.1,1.9321,1.5549,94.378,1,156.775,1,0.6359,0.0652,0.0057,0.0013,0.0789,0.0411,0.1719,0.0,1,-14.2822292023394,0.039819276526974,1
02137727,3.10833982852689,2.72330475448168,1,4051,USGS,"CATAWBA R NR PLEASANT GARDENS, NC",35.6858333,-82.0602778,326.3369,,0,0,660.2,10.9606,1.2056,80.337,1,106.9318,1,0.8553,0.0088,0.0009,0.0003,0.0603,0.007,0.0675,0.0,1,-14.1027572722662,0.010451127590616,1
02140991,3.88658146964856,3.51916932907348,0,4057,USGS,"JOHNS RIVER AT ARNEYS STORE, NC",35.8336111,-81.7119444,520.585,,0,0,635.6,10.1314,1.3369,111.911,1,132.2524,1,0.915,0.0038,0.0014,0.0,0.0322,0.0136,0.034,0.0,1,-14.1000003814697,0.009999999776483,1
02143000,2.93798449612403,2.49457364341085,1,4072,USGS,"HENRY FORK NEAR HENRY RIVER, NC",35.68444444,-81.4033333,215.4859,,0,0,453.0,6.617,1.7148,92.574,1,71.4948,1,0.7635,0.0222,0.0001,0.0004,0.0757,0.0303,0.1077,0.0,1,-14.1000003814697,0.009999999776483,1
02143040,3.70886566008517,2.86798296554394,0,4073,USGS,"JACOB FORK AT RAMSEY, NC",35.59055556,-81.5669444,66.5624,,0,0,557.7,8.0216,1.1759,35.151,1,72.6235,1,0.9131,0.0049,0.0003,0.0,0.0362,0.0159,0.0297,0.0,1,-14.1000003814697,0.009999999776483,1
02149000,3.93867649912672,3.41082864350864,0,4115,USGS,"COVE CREEK NEAR LAKE LURE, NC",35.4233333,-82.1116667,204.608,,0,0,481.4,8.9031,1.4066,73.711,1,125.8409,1,0.8463,0.0367,0.0005,0.0005,0.036,0.0248,0.0552,0.0,1,-14.1000003814697,0.009999999776483,1
02152100,3.25,3.02795031055901,1,4121,USGS,"FIRST BROAD RIVER NEAR CASAR, NC",35.49305556,-81.6822222,156.6935,,0,0,475.4,9.0837,1.3734,62.99,1,159.4112,1,0.819,0.0225,0.0002,0.0003,0.0265,0.0573,0.0743,0.0,1,-14.1000003814697,0.009999999776483,1
02177000,3.16895484485358,2.96928815173399,1,4197,USGS,"CHATTOOGA RIVER NEAR CLAYTON, GA",34.8139814,-83.305993,536.1249,,0,0,773.2,9.9383,1.5901,134.368,1,144.951,1,0.9319,0.0037,0.001,0.0005,0.04,0.0044,0.0184,0.0,1,-14.1000003814697,0.009999999776483,1
02178400,5.93719008264463,5.56694214876033,0,4198,USGS,"TALLULAH RIVER NEAR CLAYTON, GA",34.89037075,-83.530441,151.2546,,0,0,899.3,13.2434,1.2429,56.346,1,175.4197,1,0.9485,0.0027,0.0004,0.0002,0.0247,0.0041,0.0195,0.0,1,-14.1000003814697,0.009999999776483,1
02193340,2.84858123378254,2.26600820289612,1,4217,USGS,"KETTLE CREEK NEAR WASHINGTON, GA",33.68262815,-82.857923,87.8002,,0,0,179.4,1.6976,1.2389,42.926,1,137.186,1,0.6212,0.1225,0.0249,0.0013,0.0328,0.063,0.1343,0.0,1,-14.1000003814697,0.009999999776483,1
02196000,3.89357721887342,3.42880897942216,0,4222,USGS,"STEVENS CREEK NEAR MODOC, SC",33.72929717,-82.1817873,1411.5365,,0,0,149.0,1.381,1.3913,193.243,1,194.1453,1,0.6729,0.0853,0.0162,0.0029,0.0636,0.0725,0.0866,0.0,1,-14.0769049925366,0.014409117932511,1
02202600,2.18463488486726,2.18632490669671,2,4249,USGS,"BLACK CREEK NEAR BLITCHTON, GA",32.1679803,-81.48816698,600.8743,,0,0,40.7,0.607,1.4901,135.217,1,116.59,1,0.1707,0.0287,0.3658,0.0024,0.0711,0.0909,0.2703,0.0,1,-12.851307963216,0.232558138841806,1
02212600,2.97311692879755,2.51565247977489,1,4283,USGS,"FALLING CREEK NEAR JULIETTE, GA",33.0998535,-83.7235104,186.9962,,0,0,168.6,2.0965,1.2008,61.122,1,202.7484,1,0.7468,0.0739,0.0514,0.0039,0.0402,0.0642,0.0196,0.0,1,-14.1000003814697,0.009999999776483,1
02215100,2.32737000501588,2.32937635846848,2,4290,USGS,"TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA",32.23944444,-83.5016667,422.166,,0,0,119.4,0.9157,1.4232,109.457,1,116.8239,1,0.345,0.0297,0.1344,0.0022,0.0552,0.0099,0.4237,0.0,1,-12.492712673388,0.087510121292491,1
02216180,2.93740968894973,2.4786675792836,1,4294,USGS,"TURNPIKE CREEK NEAR MCRAE, GA",31.99138889,-82.9219444,127.4268,,0,0,87.7,1.0346,1.4756,62.403,1,109.5653,1,0.3457,0.0691,0.2105,0.0046,0.0453,0.1217,0.2032,0.0,1,-15.1999998092651,0.189999997615814,1
02221525,3.99750467872739,3.72052401746725,0,4310,USGS,"MURDER CREEK BELOW EATONTON, GA",33.25235506,-83.4812762,492.0953,,0,0,183.3,1.6711,1.3488,111.122,1,136.463,1,0.5657,0.1284,0.0435,0.008,0.0557,0.0433,0.1555,0.0,1,-14.1000003814697,0.009999999776483,1
02231000,2.01856995476549,2.01920482501389,2,4334,USGS,"ST. MARYS RIVER NEAR MACCLENNY, FL",30.35884726,-82.0815013,1812.9827,,0,0,42.8,0.2316,1.7909,291.042,1,312.6598,1,0.3463,0.0481,0.3984,0.0033,0.0483,0.1296,0.0259,0.0,1,-13.0126773573479,0.221518447307223,1
02231342,2.21423398512081,2.21581407597604,2,13334,USGS,"FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL",27.5686473,-80.7961709,136.2327,137.4879,1,0,22.6,0.3664,2.2826,74.862,1,106.3116,1,0.03,0.0025,0.4155,0.0041,0.0146,0.0324,0.5008,0.0,1,-12.8923077094249,0.20564102443556,1
02235200,2.53877727370922,2.53992943040253,2,4360,USGS,"BLACKWATER CREEK NEAR CASSIA, FL",28.87444444,-81.4897222,326.3369,,0,0,26.0,0.8292,1.628,107.326,1,69.3896,1,0.2661,0.0172,0.2471,0.0535,0.0817,0.1099,0.2244,0.0,1,-13.0,0.219999998807907,1
02245500,2.25061503055313,2.25124990080152,2,4385,USGS,"SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL",29.9794075,-81.8520426,347.0567,,0,0,43.3,0.6886,1.4733,104.373,1,62.1055,1,0.4122,0.0948,0.1407,0.008,0.0722,0.2559,0.0161,0.0,1,-13.0,0.219999998807907,1
02246000,2.03825093246568,2.03888580271407,2,4391,USGS,"NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL",30.1132953,-81.9064915,458.4256,,0,0,37.0,0.4361,1.6411,131.714,1,61.3646,1,0.4139,0.092,0.1634,0.0191,0.1142,0.1821,0.0154,0.0,1,-13.0,0.219999998807907,1
02296500,2.38928315126385,2.38992105892672,2,4436,USGS,CHARLIE CREEK NEAR GARDNER FL,27.37504297,-81.7964708,854.6918,,0,0,31.0,0.3582,1.6305,186.632,1,219.7167,1,0.019,0.0131,0.2662,0.0013,0.0597,0.0408,0.5998,0.0,1,-11.3971366784812,0.268282209315427,1
02297155,2.78966986155485,2.27582534611289,1,4439,USGS,HORSE CREEK NEAR MYAKKA HEAD FL,27.4872613,-82.0234197,108.779,,0,0,38.7,0.303,1.5673,58.206,1,135.7249,1,0.0129,0.2822,0.27,0.0976,0.0217,0.0727,0.243,0.0,1,-13.0213592214492,0.219708736660411,1
02297310,2.10867014605332,2.10931747380346,2,4442,USGS,HORSE CREEK NEAR ARCADIA FL,27.19949477,-81.9884193,564.6146,,0,0,27.6,0.3159,2.0027,177.09,1,153.6221,1,0.011,0.0692,0.3136,0.0248,0.0356,0.0717,0.474,0.0,1,-14.3049571518205,0.202205126305931,1
02298123,2.95554371633221,2.6316225655597,1,4444,USGS,PRAIRIE CREEK NEAR FORT OGDEN FL,27.05199986,-81.7845267,603.4642,,0,0,21.8,0.1379,1.5818,141.716,1,205.2603,1,0.0036,0.0104,0.2485,0.0016,0.0114,0.1178,0.6067,0.0,1,-11.9450586804593,0.127571188356459,1
02298608,2.25707317073171,2.25707317073171,2,4450,USGS,MYAKKA RIVER AT MYAKKA CITY FL,27.3436562,-82.1567556,323.7469,,0,0,24.0,0.2993,1.6735,113.677,1,198.2352,1,0.0258,0.0262,0.2921,0.0061,0.0417,0.0793,0.5288,0.0,1,-13.0577259425172,0.219212826764966,1
02299950,2.92378824874019,2.45373785651203,1,4462,USGS,MANATEE RIVER NEAR MYAKKA HEAD FL,27.47365137,-82.211201,169.1254,,0,0,36.6,0.3287,1.446,73.25,1,177.2199,1,0.0623,0.0339,0.3599,0.0202,0.0121,0.1891,0.3224,0.0,1,-13.0,0.219999998807907,1
02300700,2.82116879859544,2.32054176072235,1,4479,USGS,BULLFROG CREEK NEAR WIMAUMA FL,27.79197208,-82.3520369,75.3683,,0,0,27.7,0.3974,1.2764,43.964,1,260.5664,1,0.0287,0.0283,0.2283,0.0126,0.2088,0.0336,0.4597,0.0,1,-13.5499999523163,0.212499998509884,1
02310947,2.32080738672965,2.32166630878248,2,4514,USGS,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL",28.31195156,-82.05591468,725.1931,,0,0,41.9,0.5381,1.5857,154.538,1,314.3804,1,0.0465,0.0127,0.5605,0.011,0.0477,0.0501,0.2715,0.0,1,-11.089693299243,0.249415042563692,1
02314500,2.34616300293627,2.34679787318467,2,4529,USGS,"SUWANNEE RIVER AT US 441, AT FARGO, GA",30.68055556,-82.5605556,2926.672,,0,0,46.0,0.3169,1.4927,309.657,1,129.1661,1,0.1765,0.0577,0.6254,0.0008,0.0348,0.0965,0.0083,0.0,1,-11.8884834281882,0.25175761063848,1
02327100,2.29201986256709,2.29282239053017,2,4576,USGS,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",30.12936856,-84.4943482,264.1775,,0,0,29.2,0.3546,1.5106,94.526,1,161.2937,1,0.3476,0.0042,0.621,0.0,0.0206,0.0066,0.0001,0.0,1,-12.977215193495,0.216962024121533,1
02349900,2.14599728629579,2.14672094075079,2,4679,USGS,"TURKEY CREEK AT BYROMVILLE, GA",32.19555556,-83.9022222,123.0238,,0,0,123.0,0.8339,1.4692,60.789,1,185.6853,1,0.2709,0.0479,0.0921,0.0016,0.0457,0.0118,0.53,0.0,1,-12.2657535631363,0.07780821769409,1
02350900,2.16757063061604,2.16886586254351,2,4684,USGS,"KINCHAFOONEE CREEK AT PINEWOOD ROAD, NR DAWSON, GA",31.76444444,-84.2533333,1364.9169,,0,0,145.3,1.5169,1.5748,217.512,1,140.0939,1,0.5205,0.066,0.1001,0.0034,0.0287,0.0619,0.2194,0.0,1,-12.5736442664532,0.232711222586498,1
02363000,2.10488626790227,2.00547598989048,2,4709,USGS,PEA RIVER NEAR ARITON AL,31.59488716,-85.7829975,1289.8077,,0,0,140.2,1.6634,1.4551,195.791,1,160.5721,1,0.5539,0.0186,0.0872,0.0068,0.0439,0.151,0.1387,0.0,1,-13.1489972940741,0.202533423746214,1
02369800,1.95470085470085,1.95555555555556,2,4741,USGS,BLACKWATER RIVER NEAR BRADLEY AL,31.02767985,-86.7099567,227.1408,,0,0,79.4,1.052,1.2676,71.796,1,181.048,1,0.7994,0.0186,0.019,0.0008,0.0293,0.047,0.0859,0.0,1,-13.0,0.219999998807907,1
02371500,2.89471804436684,2.55914917258621,1,4751,USGS,CONECUH RIVER AT BRANTLEY AL,31.57349458,-86.2516226,1294.9876,,0,0,134.1,1.5626,1.9241,255.403,1,171.6156,1,0.5876,0.0191,0.0831,0.006,0.0526,0.1271,0.1245,0.0,1,-13.0878182789907,0.205010324216615,1
02372250,2.26047144713234,2.26146136237085,2,4753,USGS,PATSALIGA CREEK NEAR BRANTLEY AL,31.59627177,-86.40551809,1144.7691,,0,0,130.1,1.507,1.5927,201.707,1,170.312,1,0.5777,0.0231,0.0958,0.0055,0.0467,0.1086,0.1425,0.0,1,-12.9509076603242,0.207571861989311,1
02374500,3.11880009523054,2.88612014919451,1,4762,USGS,MURDER CREEK NEAR EVERGREEN AL,31.41850006,-86.9866403,455.8356,,0,0,117.1,1.5179,1.412,113.052,1,170.6969,1,0.6488,0.0592,0.0342,0.0027,0.033,0.1198,0.1023,0.0,1,-13.5325094411582,0.211406842738163,1
02381600,3.03279297116693,2.6813513179062,1,13476,USGS,"FAUSETT CREEK NEAR TALKING ROCK, GA",34.57036618,-84.4688155,25.8739,,0,1,465.5,4.5005,,,0,252.2266,1,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1,,,0
02384540,3.19728769777204,2.93509848240232,1,4791,USGS,"MILL CREEK NEAR CRANDALL, GA",34.8720238,-84.7213262,21.3414,,0,0,676.2,11.8234,1.2888,21.873,1,303.4675,1,0.9788,0.0011,0.0,0.0017,0.0179,0.0005,0.0,0.0,1,-16.5,0.119999997317791,1
02395120,3.05827373787439,2.67591871415422,1,4813,USGS,"TWO RUN CREEK NEAR KINGSTON, GA",34.24277778,-84.8897222,85.7282,,0,0,270.0,2.2235,1.323,44.752,1,151.8545,1,0.57,0.0392,0.0046,0.0026,0.1422,0.0682,0.1732,0.0,1,-13.7554456125392,0.100396037691891,1
02408540,3.17629375134207,2.90201130914036,1,4852,USGS,HATCHET CREEK BELOW ROCKFORD AL,32.9167896,-86.2702507,681.1635,,0,0,257.9,3.0691,1.7029,165.272,1,159.7314,1,0.7491,0.0725,0.018,0.0014,0.0439,0.0743,0.0409,0.0,1,-14.0819326230842,0.011041405081394,1
02415000,3.25380440566138,3.0771522826434,1,4869,USGS,HILLABEE CREEK NEAR HACKNEYVILLE AL,33.06539786,-85.8780186,492.0953,,0,0,285.3,2.9394,1.3275,109.287,1,173.0459,1,0.7248,0.0769,0.0104,0.0019,0.0441,0.059,0.0828,0.0,1,-14.088831094339,0.010558464026394,1
02422500,3.11762723289518,2.79204583754634,1,4879,USGS,MULBERRY CREEK AT JONES AL,32.5829103,-86.9035991,525.765,,0,0,140.1,2.217,1.5189,129.858,1,179.9409,1,0.6175,0.0234,0.0332,0.002,0.0441,0.1549,0.1249,0.0,1,-12.6577487155236,0.22861337604618,1
02427250,3.04380381879446,2.6289779108948,1,4905,USGS,"PINE BARREN CREEK NEAR SNOW HILL, AL.",31.99625809,-87.0683187,675.9835,,0,0,98.4,1.5549,1.4494,140.902,1,179.4935,1,0.6478,0.0425,0.0701,0.0024,0.0274,0.1234,0.0865,0.0,1,-13.6142856977424,0.173596942664257,1
02430085,3.87203821255735,3.3058890076048,0,4922,USGS,"RED BUD CREEK NR MOORES MILL, MS",34.46666667,-88.2836111,40.6626,,0,0,151.4,1.78,1.259,29.527,1,262.7493,1,0.6025,0.0365,0.0222,0.002,0.0556,0.1932,0.088,0.0,1,-13.0,0.219999998807907,1
02430615,3.24656914492535,3.46252450610768,1,4924,USGS,"MUD CREEK NR FAIRVIEW, MS",34.3925,-88.355,28.7487,,0,0,131.4,2.0659,1.1874,23.375,1,243.5953,1,0.7507,0.0392,0.0128,0.0008,0.0297,0.1434,0.0233,0.0,1,-13.0,0.219999998807907,1
02450250,2.91118679591302,2.41110820015719,1,4966,USGS,SIPSEY FORK NEAR GRAYSON AL,34.28537757,-87.3989084,238.5367,,0,0,264.9,4.8319,1.4089,80.079,1,141.4601,1,0.9525,0.0037,0.0044,0.0001,0.0154,0.0078,0.0161,0.0,1,-14.7021427222661,0.170964283482837,1
02464000,3.16726403823178,2.90043807248108,1,5012,USGS,NORTH RIVER NEAR SAMANTHA AL,33.47928058,-87.5972297,577.5645,,0,0,153.5,2.8023,1.4028,125.066,1,193.0412,1,0.6637,0.0394,0.0285,0.002,0.0367,0.1629,0.0668,0.0,1,-15.6915204678363,0.143099412866677,1
02464146,3.00452766479932,2.61530197222009,1,5013,USGS,TURKEY CREEK NEAR TUSCALOOSA,33.41344824,-87.5105601,15.9542,,0,0,146.8,2.5878,1.2608,18.596,1,296.9354,1,0.5913,0.1291,0.0,0.002,0.0277,0.2493,0.0006,0.0,1,-14.1666666666667,0.186666664977868,1
02464360,3.9982904521754,3.78015214975639,0,5014,USGS,BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL,33.42483704,-87.6425091,148.1466,,0,0,118.4,2.5927,1.3672,61.844,1,141.3469,1,0.6239,0.02,0.051,0.0034,0.0424,0.1832,0.0761,0.0,1,-13.8247126436782,0.196436780065983,1
02465493,2.40124416796268,2.40228097459824,2,5022,USGS,ELLIOTTS CREEK AT MOUNDVILLE AL,32.99734636,-87.6222295,83.6562,,0,0,108.8,3.1628,1.5939,54.172,1,255.9543,1,0.7902,0.001,0.0288,0.0004,0.0333,0.1072,0.0391,0.0,1,-12.6103092075623,0.23113401986889,1
02469800,3.09283196239718,2.76794359576968,1,5037,USGS,SATILPA CREEK NEAR COFFEEVILLE AL,31.7443247,-88.0225066,424.7559,,0,0,80.1,2.1021,1.525,117.404,1,205.1832,1,0.6374,0.1306,0.0593,0.0005,0.018,0.1455,0.0087,0.0,1,-13.2932652648614,0.209591835950102,1
02472000,3.13435441631617,2.84263153717959,1,5048,USGS,"LEAF RIVER NR COLLINS, MS",31.70694444,-89.4069444,1924.3516,,0,0,125.5,1.3645,1.417,232.554,1,144.6964,1,0.5696,0.0264,0.1386,0.0042,0.0394,0.0966,0.1252,0.0,1,-12.0349055249093,0.228634321409456,1
02472500,2.27804684398571,2.27931718936086,2,5049,USGS,"BOUIE CREEK NR HATTIESBURG, MS",31.42583333,-89.4147222,787.3525,,0,0,116.7,1.1057,1.817,191.311,1,103.9422,1,0.5009,0.0497,0.076,0.0028,0.0567,0.1311,0.1827,0.0,1,-11.995049322399,0.248712871235983,1
02479155,3.00230559631105,2.6023894361769,1,5069,USGS,"CYPRESS CREEK NR JANICE, MS",31.02527778,-89.0166667,136.2327,,0,0,79.1,1.1436,1.2631,55.44,1,147.5127,1,0.6302,0.0247,0.2384,0.0003,0.0381,0.0672,0.0011,0.0,1,-11.6443035512031,0.258734177562255,1
